season,md,home_team,away_team,home_goals,away_goals
2017/2018,10,SC Paderborn 07,Hansa Rostock,2,1
2017/2018,10,Fortuna Cologne,Sportfreunde Lotte,0,3
2017/2018,10,Hallescher FC,Chemnitzer FC,0,3
2017/2018,10,SV Wehen Wiesbaden,SG Sonnenhof Grossaspach,5,0
2017/2018,11,SV Meppen,Karlsruher SC,2,0
2017/2018,11,1. FC Magdeburg,FC Carl Zeiss Jena,2,0
2017/2018,11,Wurzburger Kickers,SpVgg Unterhaching,0,2
2017/2018,11,SC Preußen Münster,VfL Osnabruck,4,1
2017/2018,11,Hansa Rostock,VfR Aalen,1,0
2017/2018,11,SG Sonnenhof Grossaspach,Fortuna Cologne,1,3
2017/2018,11,Rot-Weiß Erfurt,SV Wehen Wiesbaden,1,3
2017/2018,11,Werder Bremen,Chemnitzer FC,1,1
2017/2018,11,Sportfreunde Lotte,Hallescher FC,2,1
2017/2018,11,FSV Zwickau,SC Paderborn 07,1,3
2017/2018,12,Hallescher FC,SG Sonnenhof Grossaspach,3,0
2017/2018,12,SV Wehen Wiesbaden,SV Meppen,0,1
2017/2018,12,VfL Osnabruck,1. FC Magdeburg,0,2
2017/2018,12,SpVgg Unterhaching,SC Preußen Münster,1,0
2017/2018,12,Fortuna Cologne,Rot-Weiß Erfurt,2,0
2017/2018,12,FC Carl Zeiss Jena,Hansa Rostock,1,0
2017/2018,12,VfR Aalen,FSV Zwickau,2,2
2017/2018,12,SC Paderborn 07,Werder Bremen,7,1
2017/2018,12,Chemnitzer FC,Sportfreunde Lotte,3,1
2017/2018,12,Karlsruher SC,Wurzburger Kickers,2,0
2017/2018,13,Werder Bremen,Sportfreunde Lotte,1,1
2017/2018,13,Rot-Weiß Erfurt,Hallescher FC,1,1
2017/2018,13,SC Paderborn 07,VfR Aalen,3,0
2017/2018,13,SC Preußen Münster,Karlsruher SC,1,1
2017/2018,13,Wurzburger Kickers,SV Wehen Wiesbaden,0,5
2017/2018,13,SV Meppen,Fortuna Cologne,1,0
2017/2018,13,FSV Zwickau,FC Carl Zeiss Jena,2,1
2017/2018,13,1. FC Magdeburg,SpVgg Unterhaching,0,3
2017/2018,13,Hansa Rostock,VfL Osnabruck,2,0
2017/2018,13,SG Sonnenhof Grossaspach,Chemnitzer FC,3,1
2017/2018,14,SpVgg Unterhaching,Hansa Rostock,0,3
2017/2018,14,Chemnitzer FC,Rot-Weiß Erfurt,1,0
2017/2018,14,VfL Osnabruck,FSV Zwickau,4,0
2017/2018,14,FC Carl Zeiss Jena,SC Paderborn 07,3,1
2017/2018,14,VfR Aalen,Werder Bremen,1,0
2017/2018,14,Sportfreunde Lotte,SG Sonnenhof Grossaspach,0,2
2017/2018,14,Hallescher FC,SV Meppen,2,0
2017/2018,14,Fortuna Cologne,Wurzburger Kickers,2,1
2017/2018,14,SV Wehen Wiesbaden,SC Preußen Münster,6,2
2017/2018,14,Karlsruher SC,1. FC Magdeburg,1,0
2017/2018,15,Hansa Rostock,Karlsruher SC,0,3
2017/2018,15,Rot-Weiß Erfurt,Sportfreunde Lotte,2,3
2017/2018,15,SV Meppen,Chemnitzer FC,3,2
2017/2018,15,Wurzburger Kickers,Hallescher FC,1,0
2017/2018,15,FSV Zwickau,SpVgg Unterhaching,1,3
2017/2018,15,SC Paderborn 07,VfL Osnabruck,3,0
2017/2018,15,VfR Aalen,FC Carl Zeiss Jena,3,1
2017/2018,15,SC Preußen Münster,Fortuna Cologne,1,1
2017/2018,15,Werder Bremen,SG Sonnenhof Grossaspach,0,5
2017/2018,15,1. FC Magdeburg,SV Wehen Wiesbaden,0,0
2017/2018,16,Fortuna Cologne,1. FC Magdeburg,1,2
2017/2018,16,Chemnitzer FC,Wurzburger Kickers,0,3
2017/2018,16,VfL Osnabruck,VfR Aalen,4,1
2017/2018,16,Hallescher FC,SC Preußen Münster,3,0
2017/2018,16,SV Wehen Wiesbaden,Hansa Rostock,0,1
2017/2018,16,FC Carl Zeiss Jena,Werder Bremen,2,1
2017/2018,16,SG Sonnenhof Grossaspach,Rot-Weiß Erfurt,1,0
2017/2018,16,Sportfreunde Lotte,SV Meppen,2,2
2017/2018,16,SpVgg Unterhaching,SC Paderborn 07,0,3
2017/2018,16,Karlsruher SC,FSV Zwickau,1,0
2017/2018,17,VfR Aalen,SpVgg Unterhaching,3,1
2017/2018,17,Werder Bremen,Rot-Weiß Erfurt,0,0
2017/2018,17,FC Carl Zeiss Jena,VfL Osnabruck,0,0
2017/2018,17,SC Paderborn 07,Karlsruher SC,0,2
2017/2018,17,FSV Zwickau,SV Wehen Wiesbaden,0,2
2017/2018,17,Hansa Rostock,Fortuna Cologne,5,3
2017/2018,17,1. FC Magdeburg,Hallescher FC,2,1
2017/2018,17,Wurzburger Kickers,Sportfreunde Lotte,2,1
2017/2018,17,SV Meppen,SG Sonnenhof Grossaspach,1,1
2017/2018,17,SC Preußen Münster,Chemnitzer FC,1,0
2017/2018,18,Hallescher FC,Hansa Rostock,0,2
2017/2018,18,SG Sonnenhof Grossaspach,Wurzburger Kickers,1,3
2017/2018,18,Rot-Weiß Erfurt,SV Meppen,0,0
2017/2018,18,Werder Bremen,VfL Osnabruck,2,2
2017/2018,18,Karlsruher SC,VfR Aalen,0,0
2017/2018,18,SV Wehen Wiesbaden,SC Paderborn 07,4,1
2017/2018,18,Fortuna Cologne,FSV Zwickau,1,1
2017/2018,18,Chemnitzer FC,1. FC Magdeburg,2,3
2017/2018,18,Sportfreunde Lotte,SC Preußen Münster,0,0
2017/2018,18,SpVgg Unterhaching,FC Carl Zeiss Jena,3,2
2017/2018,19,Wurzburger Kickers,Rot-Weiß Erfurt,4,1
2017/2018,19,1. FC Magdeburg,Sportfreunde Lotte,2,0
2017/2018,19,FC Carl Zeiss Jena,Karlsruher SC,0,0
2017/2018,19,VfR Aalen,SV Wehen Wiesbaden,1,0
2017/2018,19,VfL Osnabruck,SpVgg Unterhaching,2,0
2017/2018,19,SC Preußen Münster,SG Sonnenhof Grossaspach,1,4
2017/2018,19,SV Meppen,Werder Bremen,2,2
2017/2018,19,FSV Zwickau,Hallescher FC,1,1
2017/2018,19,Hansa Rostock,Chemnitzer FC,3,1
2017/2018,19,SC Paderborn 07,Fortuna Cologne,3,1
2017/2018,20,SC Preußen Münster,Rot-Weiß Erfurt,5,0
2017/2018,20,SC Paderborn 07,Hallescher FC,0,0
2017/2018,20,VfR Aalen,Fortuna Cologne,1,1
2017/2018,20,FC Carl Zeiss Jena,SV Wehen Wiesbaden,4,3
2017/2018,20,SpVgg Unterhaching,Werder Bremen,1,0
2017/2018,20,1. FC Magdeburg,SG Sonnenhof Grossaspach,3,0
2017/2018,20,Hansa Rostock,Sportfreunde Lotte,0,3
2017/2018,20,FSV Zwickau,Chemnitzer FC,3,2
2017/2018,20,Wurzburger Kickers,SV Meppen,2,0
2017/2018,20,VfL Osnabruck,Karlsruher SC,0,0
2017/2018,21,Fortuna Cologne,FC Carl Zeiss Jena,1,0
2017/2018,21,Werder Bremen,Wurzburger Kickers,0,1
2017/2018,21,SG Sonnenhof Grossaspach,Hansa Rostock,0,0
2017/2018,21,Rot-Weiß Erfurt,1. FC Magdeburg,3,1
2017/2018,21,SV Meppen,SC Preußen Münster,2,0
2017/2018,21,Karlsruher SC,SpVgg Unterhaching,3,1
2017/2018,21,Chemnitzer FC,SC Paderborn 07,0,2
2017/2018,21,Hallescher FC,VfR Aalen,3,2
2017/2018,21,SV Wehen Wiesbaden,VfL Osnabruck,5,1
2017/2018,21,Sportfreunde Lotte,FSV Zwickau,1,0
2017/2018,22,VfR Aalen,Chemnitzer FC,3,2
2017/2018,22,SC Paderborn 07,Sportfreunde Lotte,5,0
2017/2018,22,Hansa Rostock,Rot-Weiß Erfurt,3,1
2017/2018,22,Karlsruher SC,Werder Bremen,1,0
2017/2018,22,SC Preußen Münster,Wurzburger Kickers,1,0
2017/2018,22,FSV Zwickau,SG Sonnenhof Grossaspach,2,0
2017/2018,22,FC Carl Zeiss Jena,Hallescher FC,2,1
2017/2018,22,1. FC Magdeburg,SV Meppen,0,0
2017/2018,22,SpVgg Unterhaching,SV Wehen Wiesbaden,0,1
2017/2018,22,VfL Osnabruck,Fortuna Cologne,2,2
2017/2018,23,SV Meppen,Hansa Rostock,0,2
2017/2018,23,Werder Bremen,SC Preußen Münster,2,4
2017/2018,23,Wurzburger Kickers,1. FC Magdeburg,1,0
2017/2018,23,SG Sonnenhof Grossaspach,SC Paderborn 07,1,1
2017/2018,23,Sportfreunde Lotte,VfR Aalen,2,0
2017/2018,23,Hallescher FC,VfL Osnabruck,1,0
2017/2018,23,SV Wehen Wiesbaden,Karlsruher SC,1,1
2017/2018,23,Fortuna Cologne,SpVgg Unterhaching,0,0
2017/2018,23,Chemnitzer FC,FC Carl Zeiss Jena,1,0
2017/2018,23,Rot-Weiß Erfurt,FSV Zwickau,0,3
2017/2018,24,FSV Zwickau,SV Meppen,0,1
2017/2018,24,SC Paderborn 07,Rot-Weiß Erfurt,0,1
2017/2018,24,VfL Osnabruck,Chemnitzer FC,6,1
2017/2018,24,VfR Aalen,SG Sonnenhof Grossaspach,4,1
2017/2018,24,FC Carl Zeiss Jena,Sportfreunde Lotte,2,2
2017/2018,24,Karlsruher SC,Fortuna Cologne,1,0
2017/2018,24,1. FC Magdeburg,SC Preußen Münster,3,1
2017/2018,24,Hansa Rostock,Wurzburger Kickers,3,1
2017/2018,24,SV Wehen Wiesbaden,Werder Bremen,2,2
2017/2018,24,SpVgg Unterhaching,Hallescher FC,1,1
2017/2018,25,SC Preußen Münster,Hansa Rostock,2,0
2017/2018,25,SG Sonnenhof Grossaspach,FC Carl Zeiss Jena,0,0
2017/2018,25,Rot-Weiß Erfurt,VfR Aalen,0,1
2017/2018,25,Sportfreunde Lotte,VfL Osnabruck,2,3
2017/2018,25,Chemnitzer FC,SpVgg Unterhaching,2,1
2017/2018,25,Hallescher FC,Karlsruher SC,0,1
2017/2018,25,Fortuna Cologne,SV Wehen Wiesbaden,1,0
2017/2018,25,Werder Bremen,1. FC Magdeburg,1,3
2017/2018,25,Wurzburger Kickers,FSV Zwickau,1,1
2017/2018,25,SV Meppen,SC Paderborn 07,0,0
2017/2018,26,Karlsruher SC,Chemnitzer FC,2,0
2017/2018,26,VfL Osnabruck,SG Sonnenhof Grossaspach,2,1
2017/2018,26,SpVgg Unterhaching,Sportfreunde Lotte,3,0
2017/2018,26,SV Wehen Wiesbaden,Hallescher FC,3,1
2017/2018,26,Hansa Rostock,1. FC Magdeburg,1,0
2017/2018,26,FSV Zwickau,SC Preußen Münster,1,0
2017/2018,26,SC Paderborn 07,Wurzburger Kickers,0,0
2017/2018,26,VfR Aalen,SV Meppen,1,1
2017/2018,26,Fortuna Cologne,Werder Bremen,2,1
2017/2018,26,FC Carl Zeiss Jena,Rot-Weiß Erfurt,1,0
2017/2018,27,Werder Bremen,Hansa Rostock,1,1
2017/2018,27,Sportfreunde Lotte,Karlsruher SC,1,1
2017/2018,27,1. FC Magdeburg,FSV Zwickau,2,2
2017/2018,27,Rot-Weiß Erfurt,VfL Osnabruck,4,4
2017/2018,27,Chemnitzer FC,SV Wehen Wiesbaden,1,4
2017/2018,27,SV Meppen,FC Carl Zeiss Jena,2,1
2017/2018,27,SG Sonnenhof Grossaspach,SpVgg Unterhaching,1,2
2017/2018,27,SC Preußen Münster,SC Paderborn 07,1,1
2017/2018,27,Wurzburger Kickers,VfR Aalen,2,2
2017/2018,27,Hallescher FC,Fortuna Cologne,0,3
2017/2018,28,SC Paderborn 07,1. FC Magdeburg,1,1
2017/2018,28,FC Carl Zeiss Jena,Wurzburger Kickers,1,2
2017/2018,28,VfR Aalen,SC Preußen Münster,0,0
2017/2018,28,FSV Zwickau,Hansa Rostock,1,0
2017/2018,28,Fortuna Cologne,Chemnitzer FC,3,0
2017/2018,28,Karlsruher SC,SG Sonnenhof Grossaspach,3,1
2017/2018,28,Hallescher FC,Werder Bremen,1,0
2017/2018,28,VfL Osnabruck,SV Meppen,2,2
2017/2018,28,SV Wehen Wiesbaden,Sportfreunde Lotte,3,1
2017/2018,28,SpVgg Unterhaching,Rot-Weiß Erfurt,1,1
2017/2018,29,SG Sonnenhof Grossaspach,SV Wehen Wiesbaden,1,3
2017/2018,29,Sportfreunde Lotte,Fortuna Cologne,0,2
2017/2018,29,Chemnitzer FC,Hallescher FC,1,1
2017/2018,29,Rot-Weiß Erfurt,Karlsruher SC,1,3
2017/2018,29,SV Meppen,SpVgg Unterhaching,1,1
2017/2018,29,1. FC Magdeburg,VfR Aalen,6,1
2017/2018,29,Wurzburger Kickers,VfL Osnabruck,1,0
2017/2018,29,SC Preußen Münster,FC Carl Zeiss Jena,2,2
2017/2018,29,Hansa Rostock,SC Paderborn 07,2,3
2017/2018,29,Werder Bremen,FSV Zwickau,0,0
2017/2018,30,Hallescher FC,Sportfreunde Lotte,1,0
2017/2018,30,Chemnitzer FC,Werder Bremen,2,1
2017/2018,30,Karlsruher SC,SV Meppen,2,0
2017/2018,30,SpVgg Unterhaching,Wurzburger Kickers,3,2
2017/2018,30,VfR Aalen,Hansa Rostock,1,0
2017/2018,30,SC Paderborn 07,FSV Zwickau,2,0
2017/2018,30,Fortuna Cologne,SG Sonnenhof Grossaspach,1,3
2017/2018,30,FC Carl Zeiss Jena,1. FC Magdeburg,1,5
2017/2018,30,VfL Osnabruck,SC Preußen Münster,0,1
2017/2018,30,SV Wehen Wiesbaden,Rot-Weiß Erfurt,4,2
2017/2018,31,Werder Bremen,SC Paderborn 07,0,2
2017/2018,31,Hansa Rostock,FC Carl Zeiss Jena,0,0
2017/2018,31,1. FC Magdeburg,VfL Osnabruck,2,0
2017/2018,31,SC Preußen Münster,SpVgg Unterhaching,2,0
2017/2018,31,FSV Zwickau,VfR Aalen,2,2
2017/2018,31,SV Meppen,SV Wehen Wiesbaden,1,3
2017/2018,31,Rot-Weiß Erfurt,Fortuna Cologne,2,1
2017/2018,31,SG Sonnenhof Grossaspach,Hallescher FC,0,3
2017/2018,31,Sportfreunde Lotte,Chemnitzer FC,3,1
2017/2018,31,Wurzburger Kickers,Karlsruher SC,0,0
2017/2018,32,Chemnitzer FC,SG Sonnenhof Grossaspach,2,3
2017/2018,32,SpVgg Unterhaching,1. FC Magdeburg,0,1
2017/2018,32,FC Carl Zeiss Jena,FSV Zwickau,2,1
2017/2018,32,VfL Osnabruck,Hansa Rostock,1,1
2017/2018,32,Karlsruher SC,SC Preußen Münster,3,0
2017/2018,32,SV Wehen Wiesbaden,Wurzburger Kickers,0,2
2017/2018,32,Fortuna Cologne,SV Meppen,0,2
2017/2018,32,Sportfreunde Lotte,Werder Bremen,3,2
2017/2018,32,Hallescher FC,Rot-Weiß Erfurt,3,0
2017/2018,32,VfR Aalen,SC Paderborn 07,0,5
2017/2018,33,Rot-Weiß Erfurt,Chemnitzer FC,0,5
2017/2018,33,SV Meppen,Hallescher FC,2,2
2017/2018,33,FSV Zwickau,VfL Osnabruck,1,1
2017/2018,33,Hansa Rostock,SpVgg Unterhaching,1,1
2017/2018,33,1. FC Magdeburg,Karlsruher SC,2,0
2017/2018,33,Wurzburger Kickers,Fortuna Cologne,1,0
2017/2018,33,SG Sonnenhof Grossaspach,Sportfreunde Lotte,1,1
2017/2018,33,SC Paderborn 07,FC Carl Zeiss Jena,6,0
2017/2018,33,Werder Bremen,VfR Aalen,1,0
2017/2018,33,SC Preußen Münster,SV Wehen Wiesbaden,1,0
2017/2018,34,Karlsruher SC,Hansa Rostock,0,0
2017/2018,34,Sportfreunde Lotte,Rot-Weiß Erfurt,1,0
2017/2018,34,Chemnitzer FC,SV Meppen,1,2
2017/2018,34,Hallescher FC,Wurzburger Kickers,1,3
2017/2018,34,Fortuna Cologne,SC Preußen Münster,2,4
2017/2018,34,SpVgg Unterhaching,FSV Zwickau,2,1
2017/2018,34,FC Carl Zeiss Jena,VfR Aalen,3,2
2017/2018,34,SG Sonnenhof Grossaspach,Werder Bremen,2,2
2017/2018,34,SV Wehen Wiesbaden,1. FC Magdeburg,1,2
2017/2018,34,VfL Osnabruck,SC Paderborn 07,0,5
2017/2018,35,FSV Zwickau,Karlsruher SC,2,4
2017/2018,35,SC Preußen Münster,Hallescher FC,1,2
2017/2018,35,VfR Aalen,VfL Osnabruck,2,1
2017/2018,35,SC Paderborn 07,SpVgg Unterhaching,3,0
2017/2018,35,Hansa Rostock,SV Wehen Wiesbaden,2,0
2017/2018,35,1. FC Magdeburg,Fortuna Cologne,2,0
2017/2018,35,Wurzburger Kickers,Chemnitzer FC,0,0
2017/2018,35,SV Meppen,Sportfreunde Lotte,2,1
2017/2018,35,Werder Bremen,FC Carl Zeiss Jena,2,4
2017/2018,35,Rot-Weiß Erfurt,SG Sonnenhof Grossaspach,0,6
2017/2018,36,SG Sonnenhof Grossaspach,SV Meppen,2,3
2017/2018,36,Chemnitzer FC,SC Preußen Münster,1,2
2017/2018,36,Rot-Weiß Erfurt,Werder Bremen,0,3
2017/2018,36,Sportfreunde Lotte,Wurzburger Kickers,1,3
2017/2018,36,Hallescher FC,1. FC Magdeburg,0,2
2017/2018,36,Fortuna Cologne,Hansa Rostock,0,0
2017/2018,36,SV Wehen Wiesbaden,FSV Zwickau,3,0
2017/2018,36,Karlsruher SC,SC Paderborn 07,0,0
2017/2018,36,VfL Osnabruck,FC Carl Zeiss Jena,1,2
2017/2018,36,SpVgg Unterhaching,VfR Aalen,0,1
2017/2018,37,VfR Aalen,Karlsruher SC,0,2
2017/2018,37,VfL Osnabruck,Werder Bremen,1,1
2017/2018,37,SC Paderborn 07,SV Wehen Wiesbaden,3,1
2017/2018,37,FSV Zwickau,Fortuna Cologne,1,0
2017/2018,37,Hansa Rostock,Hallescher FC,4,2
2017/2018,37,1. FC Magdeburg,Chemnitzer FC,3,1
2017/2018,37,SC Preußen Münster,Sportfreunde Lotte,3,0
2017/2018,37,Wurzburger Kickers,SG Sonnenhof Grossaspach,1,1
2017/2018,37,SV Meppen,Rot-Weiß Erfurt,3,0
2017/2018,37,FC Carl Zeiss Jena,SpVgg Unterhaching,2,1
2017/2018,38,Rot-Weiß Erfurt,Wurzburger Kickers,1,3
2017/2018,38,Karlsruher SC,FC Carl Zeiss Jena,2,3
2017/2018,38,SV Wehen Wiesbaden,VfR Aalen,2,0
2017/2018,38,Fortuna Cologne,SC Paderborn 07,2,4
2017/2018,38,Hallescher FC,FSV Zwickau,2,0
2017/2018,38,Chemnitzer FC,Hansa Rostock,1,1
2017/2018,38,Sportfreunde Lotte,1. FC Magdeburg,0,1
2017/2018,38,SG Sonnenhof Grossaspach,SC Preußen Münster,2,2
2017/2018,38,Werder Bremen,SV Meppen,2,1
2017/2018,38,SpVgg Unterhaching,VfL Osnabruck,4,1
2018/2019,1,Sportfreunde Lotte,SV Meppen,0,0
2018/2019,1,Energie Cottbus,Hansa Rostock,3,0
2018/2019,1,FSV Zwickau,Hallescher FC,2,0
2018/2019,1,Fortuna Cologne,Prussia Munster,1,4
2018/2019,1,FC Carl Zeiss Jena,SG Sonnenhof Grossaspach,3,2
2018/2019,1,1. FC Kaiserslautern,TSV 1860 Munich,1,0
2018/2019,1,VfL Osnabruck,Wurzburger Kickers,2,1
2018/2019,1,VfR Aalen,SV Wehen Wiesbaden,1,2
2018/2019,1,Eintracht Braunschweig,Karlsruher SC,1,1
2018/2019,1,KFC Uerdingen,SpVgg Unterhaching,1,3
2018/2019,2,SV Meppen,VfL Osnabruck,0,2
2018/2019,2,Hansa Rostock,Eintracht Braunschweig,2,0
2018/2019,2,Hallescher FC,Fortuna Cologne,1,2
2018/2019,2,SpVgg Unterhaching,VfR Aalen,0,0
2018/2019,2,SG Sonnenhof Grossaspach,1. FC Kaiserslautern,1,1
2018/2019,2,TSV 1860 Munich,Sportfreunde Lotte,5,1
2018/2019,2,Wurzburger Kickers,KFC Uerdingen,0,2
2018/2019,2,Prussia Munster,FC Carl Zeiss Jena,1,2
2018/2019,2,Karlsruher SC,FSV Zwickau,1,1
2018/2019,2,SV Wehen Wiesbaden,Energie Cottbus,0,2
2018/2019,3,1. FC Kaiserslautern,Prussia Munster,1,2
2018/2019,3,Energie Cottbus,SpVgg Unterhaching,2,2
2018/2019,3,Hansa Rostock,SV Wehen Wiesbaden,3,2
2018/2019,3,Sportfreunde Lotte,SG Sonnenhof Grossaspach,0,2
2018/2019,3,VfR Aalen,Wurzburger Kickers,3,2
2018/2019,3,VfL Osnabruck,TSV 1860 Munich,2,2
2018/2019,3,KFC Uerdingen,SV Meppen,3,2
2018/2019,3,Fortuna Cologne,Karlsruher SC,0,1
2018/2019,3,FC Carl Zeiss Jena,Hallescher FC,0,3
2018/2019,3,Eintracht Braunschweig,FSV Zwickau,1,1
2018/2019,4,Hallescher FC,1. FC Kaiserslautern,2,0
2018/2019,4,Wurzburger Kickers,Energie Cottbus,3,1
2018/2019,4,TSV 1860 Munich,KFC Uerdingen,0,1
2018/2019,4,FSV Zwickau,Fortuna Cologne,1,0
2018/2019,4,SpVgg Unterhaching,Hansa Rostock,2,1
2018/2019,4,SV Meppen,VfR Aalen,1,0
2018/2019,4,SG Sonnenhof Grossaspach,VfL Osnabruck,0,0
2018/2019,4,Prussia Munster,Sportfreunde Lotte,1,0
2018/2019,4,Karlsruher SC,FC Carl Zeiss Jena,1,1
2018/2019,4,SV Wehen Wiesbaden,Eintracht Braunschweig,3,3
2018/2019,5,KFC Uerdingen,SG Sonnenhof Grossaspach,0,0
2018/2019,5,Hansa Rostock,Wurzburger Kickers,0,4
2018/2019,5,Energie Cottbus,SV Meppen,1,1
2018/2019,5,Sportfreunde Lotte,Hallescher FC,0,1
2018/2019,5,Eintracht Braunschweig,Fortuna Cologne,0,2
2018/2019,5,FC Carl Zeiss Jena,FSV Zwickau,2,1
2018/2019,5,VfL Osnabruck,Prussia Munster,3,0
2018/2019,5,SV Wehen Wiesbaden,SpVgg Unterhaching,1,2
2018/2019,5,1. FC Kaiserslautern,Karlsruher SC,0,0
2018/2019,5,VfR Aalen,TSV 1860 Munich,1,4
2018/2019,6,Prussia Munster,KFC Uerdingen,0,1
2018/2019,6,SpVgg Unterhaching,Eintracht Braunschweig,3,0
2018/2019,6,Karlsruher SC,Sportfreunde Lotte,1,3
2018/2019,6,TSV 1860 Munich,Energie Cottbus,2,0
2018/2019,6,Fortuna Cologne,FC Carl Zeiss Jena,2,0
2018/2019,6,SG Sonnenhof Grossaspach,VfR Aalen,1,1
2018/2019,6,Wurzburger Kickers,SV Wehen Wiesbaden,3,1
2018/2019,6,SV Meppen,Hansa Rostock,1,3
2018/2019,6,FSV Zwickau,1. FC Kaiserslautern,1,1
2018/2019,6,Hallescher FC,VfL Osnabruck,1,1
2018/2019,7,1. FC Kaiserslautern,Fortuna Cologne,3,3
2018/2019,7,SpVgg Unterhaching,Wurzburger Kickers,0,1
2018/2019,7,Sportfreunde Lotte,FSV Zwickau,2,1
2018/2019,7,Energie Cottbus,SG Sonnenhof Grossaspach,0,0
2018/2019,7,Hansa Rostock,TSV 1860 Munich,2,2
2018/2019,7,SV Wehen Wiesbaden,SV Meppen,3,0
2018/2019,7,VfL Osnabruck,Karlsruher SC,0,1
2018/2019,7,KFC Uerdingen,Hallescher FC,2,1
2018/2019,7,VfR Aalen,Prussia Munster,4,1
2018/2019,7,Eintracht Braunschweig,FC Carl Zeiss Jena,2,0
2018/2019,8,Wurzburger Kickers,Eintracht Braunschweig,1,1
2018/2019,8,Prussia Munster,Energie Cottbus,3,0
2018/2019,8,TSV 1860 Munich,SV Wehen Wiesbaden,1,2
2018/2019,8,SV Meppen,SpVgg Unterhaching,3,3
2018/2019,8,SG Sonnenhof Grossaspach,Hansa Rostock,0,0
2018/2019,8,FC Carl Zeiss Jena,1. FC Kaiserslautern,3,3
2018/2019,8,Fortuna Cologne,Sportfreunde Lotte,1,1
2018/2019,8,Karlsruher SC,KFC Uerdingen,2,0
2018/2019,8,FSV Zwickau,VfL Osnabruck,0,1
2018/2019,8,Hallescher FC,VfR Aalen,1,0
2018/2019,9,Energie Cottbus,Hallescher FC,1,2
2018/2019,9,SpVgg Unterhaching,TSV 1860 Munich,1,1
2018/2019,9,VfL Osnabruck,Fortuna Cologne,1,0
2018/2019,9,KFC Uerdingen,FSV Zwickau,1,2
2018/2019,9,Hansa Rostock,Prussia Munster,1,4
2018/2019,9,SV Wehen Wiesbaden,SG Sonnenhof Grossaspach,2,0
2018/2019,9,Wurzburger Kickers,SV Meppen,2,1
2018/2019,9,Sportfreunde Lotte,FC Carl Zeiss Jena,2,0
2018/2019,9,Eintracht Braunschweig,1. FC Kaiserslautern,1,4
2018/2019,9,VfR Aalen,Karlsruher SC,1,3
2018/2019,10,SG Sonnenhof Grossaspach,SpVgg Unterhaching,1,1
2018/2019,10,Hallescher FC,Hansa Rostock,0,1
2018/2019,10,1. FC Kaiserslautern,Sportfreunde Lotte,2,1
2018/2019,10,SV Meppen,Eintracht Braunschweig,4,2
2018/2019,10,TSV 1860 Munich,Wurzburger Kickers,1,1
2018/2019,10,FSV Zwickau,VfR Aalen,2,3
2018/2019,10,Prussia Munster,SV Wehen Wiesbaden,3,0
2018/2019,10,Karlsruher SC,Energie Cottbus,2,0
2018/2019,10,Fortuna Cologne,KFC Uerdingen,1,2
2018/2019,10,FC Carl Zeiss Jena,VfL Osnabruck,0,0
2018/2019,11,Wurzburger Kickers,SG Sonnenhof Grossaspach,0,0
2018/2019,11,SV Wehen Wiesbaden,Hallescher FC,2,0
2018/2019,11,Energie Cottbus,FSV Zwickau,2,1
2018/2019,11,SpVgg Unterhaching,Prussia Munster,1,1
2018/2019,11,VfL Osnabruck,1. FC Kaiserslautern,2,0
2018/2019,11,KFC Uerdingen,FC Carl Zeiss Jena,2,1
2018/2019,11,VfR Aalen,Fortuna Cologne,0,1
2018/2019,11,Eintracht Braunschweig,Sportfreunde Lotte,2,2
2018/2019,11,Hansa Rostock,Karlsruher SC,1,0
2018/2019,11,SV Meppen,TSV 1860 Munich,1,0
2018/2019,12,Hallescher FC,SpVgg Unterhaching,1,1
2018/2019,12,FSV Zwickau,Hansa Rostock,2,2
2018/2019,12,FC Carl Zeiss Jena,VfR Aalen,0,0
2018/2019,12,Karlsruher SC,SV Wehen Wiesbaden,2,5
2018/2019,12,SG Sonnenhof Grossaspach,SV Meppen,1,0
2018/2019,12,TSV 1860 Munich,Eintracht Braunschweig,2,0
2018/2019,12,Sportfreunde Lotte,VfL Osnabruck,0,0
2018/2019,12,1. FC Kaiserslautern,KFC Uerdingen,2,0
2018/2019,12,Fortuna Cologne,Energie Cottbus,3,1
2018/2019,12,Prussia Munster,Wurzburger Kickers,1,0
2018/2019,13,Wurzburger Kickers,Hallescher FC,1,2
2018/2019,13,SpVgg Unterhaching,Karlsruher SC,0,0
2018/2019,13,SV Wehen Wiesbaden,FSV Zwickau,0,0
2018/2019,13,Energie Cottbus,FC Carl Zeiss Jena,2,1
2018/2019,13,TSV 1860 Munich,SG Sonnenhof Grossaspach,2,2
2018/2019,13,SV Meppen,Prussia Munster,1,2
2018/2019,13,VfR Aalen,1. FC Kaiserslautern,1,2
2018/2019,13,Hansa Rostock,Fortuna Cologne,3,1
2018/2019,13,KFC Uerdingen,Sportfreunde Lotte,0,2
2018/2019,13,Eintracht Braunschweig,VfL Osnabruck,3,4
2018/2019,14,Prussia Munster,TSV 1860 Munich,0,0
2018/2019,14,1. FC Kaiserslautern,Energie Cottbus,0,2
2018/2019,14,SG Sonnenhof Grossaspach,Eintracht Braunschweig,1,1
2018/2019,14,Sportfreunde Lotte,VfR Aalen,1,1
2018/2019,14,FC Carl Zeiss Jena,Hansa Rostock,1,1
2018/2019,14,FSV Zwickau,SpVgg Unterhaching,2,2
